      2.57931163       0.75705052      -6.26830513
     -4.58453580      -1.63150363      -3.56266555
      0.59016294       5.41842829       0.98360806
     -6.90052782       0.92926829       1.06270998
     -1.17857258     -11.48034016       6.93154042
      5.42499222       0.56115463       1.08662357
     -1.52558926       0.14304085      -6.36878124
     -0.30856256      -1.64146099       1.92040639
     -1.28968640      -3.35363404       0.61094121
      1.86067466      -4.94156796       2.12520798
     -3.03703948      -8.61091329      -1.19007331
     -2.92803987       7.24248614       2.63793947
      5.22638751      -4.01608289      -6.71915128
     -4.89778076      -5.81310074       2.18808378
      4.64028538       3.56878035      -0.12295205
      6.69289466      -3.20889059      -3.36966971
      2.14586541       1.92068439      -0.28719416
      2.94604423       3.37679977       0.57785572
     -1.35111318       4.26664205       7.99918875
      2.13704331      -0.93459353       5.59699203
      1.43331011      -1.91213325      -0.47069225
      3.03423028      -4.45884406      -7.30337226
      0.97131743      -2.96455734      -4.97282955
     -5.29183417      -0.66870335       3.63985344
     -8.25001249       9.32280862       1.02226642
     -5.87144225       1.58930949      -1.47286186
     -1.16298628      -1.69297465      -5.22353976
     -0.98500043      -3.75516836       2.52620541
      1.29285821       0.18636791      -2.49245355
      7.26933824       9.21566871      -4.26492724
      0.20515136      -3.68540529       0.47277889
    -10.02727553       4.32618107      -0.90571435
      3.80924832       6.05154919       3.62770797
     14.57219857      -9.51427820       4.71917537
     10.57984152      -1.30217588       1.10480015
     -6.26162247      19.94010763      -2.03530890
     17.91603699     -15.59280749       0.58767471
     -2.80495286       2.96331597      13.80091402
      1.61170503      -5.03718831      12.26130728
      7.35216342       6.26180189      19.03178106
     11.53886112      -7.70774151     -24.40809638
    -13.12328382     -12.79080998      -4.77218414
     -6.88329924      16.39296397     -12.15229222
      6.70912878     -13.75429982       8.81254976
    -11.00637347      15.19268659     -14.64390789
     -8.38628144     -27.17719471      -8.28498014
     17.41729962     -13.90901300     -21.90064559
    -12.82919968       5.71400185      -4.23521936
     10.82789487      -1.43105659      -1.56012828
    -25.48216144       5.53648250      31.17171808
     19.16598858     -22.81697259       5.70259013
     21.82958354       6.96218877      12.12358170
     24.77420330      26.13893764       4.44941003
      1.69531041       3.22430639      -5.83225906
    -12.54119172       0.18602874      18.13125857
    -27.81801953       2.80302231      -7.88694212
     27.50739902       7.01471058      17.24431390
     -5.71778740       8.91132672      -5.82224354
      7.21866351       5.99450737      15.85671353
     -1.74848152       2.18155609      -0.60939465
     13.06176970      15.83085637       0.43443879
    -12.08457526      10.06668692       0.65552618
      2.05342461      -6.86241742       0.49350946
      4.94500398      -0.47960976      10.02208768
      5.36569324      25.28081635       9.38636415
      3.91359590      16.18216238      25.74858495
     -3.70279193      -7.19207872      15.23773254
     -3.87394532      37.24185644     -23.45584016
     -2.45762344       6.91295356      13.69574043
    -14.40701111     -11.55830314       1.03092732
     26.68764496     -26.85063147      -1.28316225
     -7.99492976      -1.86501102       3.71421356
      8.49224223     -13.23136491       2.38965101
     -7.46966344     -19.39623330      13.32353582
      3.39588840      -2.89649010      47.48895085
     12.88744212       2.39099801     -33.64151385
    -17.86185263      -5.96232865      17.58692127
    -12.45030304      14.34383750     -24.46481036
      3.77724839     -12.76120947      -6.10640344
      3.31943763      17.38727414      31.57076153
     -4.38024664       3.33593818      -1.22081818
      0.49959690      -7.73099930     -23.14942243
      9.90662589       2.86708399      12.79542106
      5.06598046      11.20995504       6.08077627
     13.85740031      14.82513538      -8.86729538
    -11.23789005      13.84053415      15.78099215
     14.03171946      18.20658235      -9.69437539
     -5.76844945      17.18098211      -0.70527219
      8.91203857     -20.10335554     -36.58494158
    -29.09378598     -11.29577575      14.16033295
     19.10809819      13.10280352      11.86092312
      2.06458408      -4.40841595      11.39339096
     10.60474876      -2.71501212      -4.55297252
    -11.72906554       2.86219792       6.79982721
     -6.41471287       2.19972241       8.86630122
     11.06903422      10.04289875     -18.56306049
     11.90051770      -7.43210660      11.27932971
      0.91390746      -4.05266630     -11.08949922
      5.41552868       0.70685736      19.32443031
