1      O         1.63473644      -3.41339179       3.87913052
2      O        -0.89950452      -0.76314387       1.33618776
3      O         3.55402670       4.07009382       3.24799202
4      O        -3.03140903       0.88033535      -2.82685139
5      O         0.66014049      -2.21192525      -3.83083989
6      O        -0.09269061       2.76968516      -0.18481131
7      O        -0.76548990       4.93268162       2.06162689
8      O        -3.05232362       2.87060265      -0.32436847
9      O         4.96834170      -1.93921447      -0.53896022
10     O        -2.10793074       1.91948554       2.62690551
11     O         2.60323096      -0.76436226       0.44708713
12     O        -3.85271671       4.34548332       1.93227628
13     O         4.27245882      -3.35711752       1.90412257
14     O         1.10968049       2.08541595       2.65028104
15     O         4.51144234      -1.14526863       4.04122751
16     O         3.83442131      -3.55104907      -3.56366793
17     O        -0.32360363      -3.65022201      -1.65111501
18     O         3.12337811       1.63557553       4.61717101
19     O         0.72666429       0.05439372      -1.75004516
20     O         1.74478398       4.43618512      -1.32585826
21     O        -4.82989749       1.12746346       2.38888950
22     O         1.90169059      -4.70442414       1.28298088
23     O         2.63321122       1.89811109      -2.59723122
24     O        -0.72551285       2.86747038      -3.69856519
25     O        -0.71649178       0.14129968      -4.02595704
26     O        -3.28433192       0.08461986       0.01171007
27     O        -3.10944909      -4.38754506      -0.72931255
28     O        -4.48022627       2.78569823      -4.39007073
29     O         1.41514073       3.79931382       4.80274769
30     O         4.51067501      -0.24179963      -3.22107614
31     O        -3.71421809      -4.07145906       4.06081451
32     O        -1.04809720      -4.25763278      -4.48671598
33     O         1.32803066      -0.78531651       3.31457122
34     H         1.32641178      -1.71126445       3.65931460
35     H         0.45050669      -0.53420663       2.94570088
36     H        -0.85684371      -4.99576662       4.94344356
37     H        -1.15272061      -4.54648790      -3.55538658
38     H        -4.43290150      -4.50591488       4.64665486
39     H        -2.93723437      -4.17942603       4.64713360
40     H         4.14710314       0.70433492      -3.27579803
41     H        -4.50549517      -0.24463496      -3.04683605
42     H         0.93383250       3.30799019       4.06413014
43     H         2.13214370       4.34006880       4.41300454
44     H        -4.80987909       2.32992977       4.83078862
45     H         4.77679827       2.90662869      -3.79059528
46     H        -3.78325207      -3.65319319      -0.56709715
47     H        -3.53619904       4.72011640      -0.67228936
48     H        -3.60994421       0.98769999       0.12581903
49     H        -3.77146110      -0.43456401       0.70453390
50     H        -0.29985068       0.84366484      -3.57000609
51     H        -1.64340681       0.08191799      -3.67302076
52     H        -1.21032237       2.47576519      -4.51104288
53     H         0.20557697       2.90284082      -3.85722620
54     H         2.83392434       2.83681693      -2.77032413
55     H         1.81014641       1.87921421      -2.12110043
56     H         2.13332126      -3.75334808       1.44345192
57     H         2.41987805       4.79605686       1.90184528
58     H        -4.08467884       1.19810329       3.05704543
59     H         4.64642580       0.47048396       2.81869445
60     H         1.07567712      -4.97120935      -1.67095100
61     H         1.76357979       4.90495704      -0.45899231
62     H         0.42257588      -0.91833809      -1.79219499
63     H         0.18787710       0.57944929      -1.11370330
64     H         2.58340780       2.29860505      -4.96294909
65     H         2.70846641       0.76303397       4.71392031
66     H        -1.30504298      -3.56068727      -1.53279631
67     H        -0.06020068      -3.33818654      -2.56604433
68     H         3.04513610      -3.38590889      -3.04144464
69     H         4.48569209      -3.17506558      -2.96008600
70     H         4.76547438      -0.45498990       4.68419566
71     H         4.71042871      -1.99576466       4.49992658
72     H         1.75255589       2.73435672       2.34279594
73     H         1.68860318       1.40645608       3.02533294
74     H         4.38250245      -3.00122738       0.99739472
75     H         4.27058421      -2.60355662       2.57374968
76     H        -4.49049703      -4.96130623       1.71255617
77     H        -3.26157858       4.85928990       2.53537271
78     H         2.27063070      -0.99356745       1.36483392
79     H         1.84465194      -0.43737016      -0.04174223
80     H        -1.22623064       1.48670021       2.71285526
81     H        -1.99999177       2.80371663       2.17798255
82     H         4.00499265      -1.63272695      -0.70401109
83     H        -4.46856894      -1.17587004      -0.93082261
84     H        -3.42441764       2.94651924       0.60209182
85     H        -2.10672596       3.05985193      -0.37860263
86     H         0.12745162      -4.90019208       1.73413489
87     H        -1.31783073      -4.23512552       2.05127740
88     H        -0.02856183       2.93771747       0.81523321
89     H         0.43614796       3.45294577      -0.69262516
90     H        -0.18587704      -1.91365325      -4.21678117
91     H         1.06524523      -1.34775977      -3.54357984
92     H        -3.36758575       1.61239316      -3.36820071
93     H        -3.20153062       1.14371213      -1.85877440
94     H         4.05602211       3.28339435       2.94286438
95     H         4.12649157       4.79443504       2.99956362
96     H        -0.36700361      -1.37547211       0.75984449
97     H        -1.79179108      -0.71874406       1.05912188
98     H         0.94825793      -3.68673041       4.49967269
99     H         2.41972171      -3.15779163       4.43005885
