1      O        -0.17000420       4.72906383      -1.37128009
2      O         3.39329570       0.82642476      -4.78231833
3      O        -1.27758851       3.48377437       4.61793996
4      O        -0.66476625      -1.68068742       1.43737391
5      O        -2.92839722       1.43020768       3.11765992
6      O         1.40817407      -3.87195814       3.36588396
7      O         0.62147948       1.61844990       3.56365376
8      O        -1.30740924      -0.80622488       3.96519647
9      O         1.29746308       2.64897976      -4.21431998
10     O        -2.71662255       3.16567049      -0.19017618
11     O         1.87186800      -2.40801877       0.81733347
12     O        -2.20604285      -3.71126494      -3.19243849
13     O        -4.22360092       0.48964229       0.06869631
14     O        -4.77142269      -1.03084783       2.89827249
15     O         4.07572599      -3.56778557      -4.11534298
16     O         1.38062118      -2.80812751      -1.95460576
17     O         0.75477711      -4.58988062      -4.04703883
18     O         2.92052547       4.56103899      -1.14471166
19     O        -3.59427044      -2.16774958      -1.31657205
20     O        -0.06315574       2.28057806       0.79344830
21     O        -2.08762952      -3.35379517       4.14052323
22     O        -2.02149063      -3.84615836       0.04705315
23     O        -1.01590340      -0.89792342      -1.52447143
24     O        -0.87497635       1.67394985      -2.33742791
25     O         2.96822816      -0.67957001      -2.03159777
26     O         2.39317237       1.44678373      -0.24973998
27     O        -4.07062071      -4.81966469       2.50120185
28     O         3.28009727       4.63427743       1.76740220
29     O        -4.49549649       0.30338983      -2.55079401
30     O         0.99590713      -0.44459902      -3.97059631
31     O        -0.67966606       4.60091846       2.12611389
32     O        -3.92382298       4.28381936      -2.65553696
33     O         3.90866381       1.96813752       2.20842497
34     H         3.81753291       1.89861535       3.17027927
35     H         3.14514818       1.39515747       1.92991353
36     H        -3.09742586       3.78354271      -2.89391426
37     H        -3.77899724      -4.76832104      -2.85819403
38     H        -0.00467649      -4.95722266       2.65311736
39     H        -1.45194502      -4.78992837       1.99910181
40     H         1.83102346       0.00335558      -4.25665817
41     H         0.68399178       0.07493190      -3.21042293
42     H        -4.25278733      -0.34284463      -1.85232623
43     H        -4.51796432       1.22249306      -2.23014475
44     H         3.46067247       3.64218994       1.80283934
45     H         2.88011787       4.89239549       0.91391654
46     H        -3.96803858       4.24571388       2.58242623
47     H        -4.47389091      -4.73969882       1.61925916
48     H         2.67617810       2.32015218      -0.51770253
49     H         1.41990755       1.52554598      -0.02399195
50     H         2.57873199       0.02021344      -1.43191912
51     H         3.89114926      -0.39860758      -2.13098657
52     H        -0.86010254       0.75207936      -1.99563338
53     H        -1.77962011       1.99277107      -2.21738864
54     H        -0.84508028      -0.87086541      -0.56199141
55     H        -1.99601690      -1.08447794      -1.54498685
56     H        -1.43501036      -4.25927685      -0.63274433
57     H        -1.38465293      -3.26755712       0.57023059
58     H        -2.76427319      -3.81339320       3.62910863
59     H        -1.79661927      -2.57689195       3.67980953
60     H        -0.08273180       2.25439503       1.80855610
61     H         0.38515810       3.12609665       0.60793045
62     H        -3.43965681      -2.75737319      -2.10561055
63     H        -3.41250026      -2.67420420      -0.51576354
64     H         3.64436171       4.30920887      -1.73036345
65     H         2.58331119      -4.59024247      -1.47444831
66     H         1.36212606      -3.92677494      -3.74811943
67     H         0.46288688      -4.31102943      -4.94574914
68     H         2.12452664      -2.15727921      -2.25619268
69     H         0.51520187      -2.34686798      -1.98382032
70     H         3.89453138      -3.66284182       4.92526066
71     H         3.44423561      -4.11548250      -3.68420169
72     H        -4.87774503      -1.96256763       2.83879903
73     H        -4.65572436      -0.75206783       3.83511470
74     H        -3.77818356       1.40801534       0.13847655
75     H        -4.76224243       0.31372957       0.82738627
76     H        -2.40033858      -3.62940651      -4.10471018
77     H        -1.24053408      -3.76688888      -3.28166874
78     H         1.69098560      -2.54963433      -0.14752166
79     H         2.41862389      -1.60299253       0.93095961
80     H        -2.74963239       4.06543146       0.12565722
81     H        -1.79083291       2.83846085       0.10681241
82     H         1.20495339       3.61563432      -4.19864122
83     H         0.52679920       2.36742556      -3.74389022
84     H        -1.85385120      -0.00662920       3.97350914
85     H        -0.42534157      -0.57147082       4.36061834
86     H         0.16580491       2.49171958       3.64287093
87     H         1.02925769       1.49783282       4.47476349
88     H         1.43917393      -2.93425207       3.11586217
89     H         2.15924738      -4.22858108       2.85723031
90     H        -3.67123121       0.82439696       3.02331095
91     H        -2.56739719       1.51217220       2.28051858
92     H        -0.90277438      -1.23768049       2.35170168
93     H         0.28098649      -1.90249650       1.49525201
94     H        -2.06152106       2.90679321       4.32886082
95     H        -1.17916026       4.28187167       3.99758939
96     H         2.90742206       1.66514916      -4.56749063
97     H         3.86665350       0.56075531      -3.99749027
98     H         0.60822363      -4.66934532      -1.46863149
99     H        -0.02061576       3.75322963      -1.28507199
