     -1.75931009       7.34687194       0.82510103
     -3.40433222       1.93286840      -3.13994352
     -6.39711505      -0.50818932       1.03321790
     -1.96861452      -0.54778191       3.47250663
     -1.35391638       6.21380305       8.20310396
     -0.41962713       0.44763789      -5.81351807
      3.74411432      -6.53881893      -3.68907939
      1.58930129       4.32322252      -2.20509825
      7.12051084       2.94441798       4.57029322
      5.05245124      -5.41027810       0.62445249
     -1.20024145       3.71569091      -1.69849346
      4.49346624      -5.80827354       3.27829940
     -5.60870359      -1.20138880       4.54600139
     -5.26979391      -1.27690932       1.45557250
      3.79573486      -4.84186764       8.68328745
     -1.74084328       2.62230293      -6.46400416
      3.24726222       2.88912125      -4.58712706
      8.30488691       6.36622301      -5.02552121
     -7.06130939       1.91348214       4.65683228
      3.72714543       4.20516996       2.32209428
     -0.86939222      -3.54872242       1.07449558
     -1.22819012      -0.97425081       0.52438093
     -5.67359025       2.65885372      -2.60553493
      1.38817923       0.62090242       2.40365605
      1.98670314      -0.51256501       0.76176861
      0.01381240       5.68037964      -5.44657674
      2.56454609      -0.14605889       3.80962513
      1.03030109      -5.86455949      -0.17116270
      6.84628016       0.70129975      -2.65280852
     -2.68286841      -1.75681394      -0.16416639
     -2.37264046       0.68012654      -6.69860915
     -0.04010476      -1.96772413      -1.41642298
     -0.31280522      -9.37423556       1.40049832
      1.17480408       7.95990320      -9.48926170
    -10.66729256       7.79945521     -11.76710568
     -5.10228512      -7.03158260      -8.50152259
    -17.73775050     -14.72866941     -33.69516117
      2.36065818      24.78937982      15.34757712
     18.35881506     -17.97698245       4.27671985
    -14.70875043     -19.81865739      -0.29673617
    -18.06361333     -36.27098465      11.79020130
     -5.76258079      -6.37265534      -2.29286329
      0.33365910      -0.02986750     -18.15187619
     26.64339241     -11.94423064      -9.31741361
     -7.28882453      -6.79011650      32.54980026
     10.09986697     -27.78892115      24.84702017
     -3.48058536     -16.31196566     -19.98327080
    -31.25649778      33.30844783       1.66535352
     12.21669587     -10.51052134      17.78050658
      5.75158014      -2.44966519     -18.03314943
     14.88105497      21.10449835      -4.62471733
     16.62809664      -9.28721565     -11.57882963
     11.69238040      12.65248767      20.57074487
    -16.11291453       0.19467264      -4.18945257
      1.49324169      -1.47472451     -24.24661689
     18.94309274       3.18134112      20.52179739
      1.25181827     -10.91954094     -14.04551335
      9.77406070     -17.93624312     -18.53127917
      3.66619930       3.41522255      -6.42443892
    -11.96906231      28.85793425      -2.15497553
    -12.64089860      17.21563999      10.60711294
    -14.94745269       6.49254890       4.61112098
    -33.69577943      11.21743242      15.05103289
    -18.29097818       2.46878028      33.31056013
     17.88792001      10.16873952      -8.46976027
      6.34065478      -7.52088824      -5.10860812
     -4.21007321       5.33251692       2.48361006
     -4.99386224      12.29945812      20.42934552
     10.33293360     -20.97925237       5.66584025
      2.09572435       9.69348171       0.90909706
     -8.39619742     -17.19749385       3.23491543
     19.09151182     -24.58361228      -5.35632497
     26.34169182      -5.87773977      -3.38646690
     12.66420636       0.83018575      17.23203409
      1.26709321       4.04893120     -20.42271267
     28.74200945       6.78631642     -29.35319792
      3.47962404       8.20818956      23.64528923
    -20.04855303       5.87051813       1.57733341
    -28.05323040     -15.40202971      -7.84532692
     -3.07926767      22.53487068      -0.46622559
    -20.31541174      12.43767058       5.46500021
      4.88994820     -11.48506184      36.12936683
    -19.80942606      10.48772426      -2.43475117
     -6.20097680      -3.69689343      -6.58387281
      3.51940553      -5.05090399       1.73170579
     15.62792833       1.62963832     -18.77661643
    -17.74225565      13.73594819      31.18764396
    -15.74169704       8.18097464     -18.91876770
    -40.84103443      -3.37873739     -31.48623748
     -2.11035780       2.77602086      -0.33988183
     -1.37088520       9.51252905     -20.20199806
    -15.69843044     -18.86697336      33.52094129
      5.86567892     -10.03769038      -2.70230188
     -0.81972242     -14.70900629     -15.08374700
      5.31275507      -0.95348997     -23.37802894
      5.02031676      18.57603003      -8.03087579
     12.86045510       2.36424148       8.95077266
     22.42878985     -30.77206536       9.89420686
    -15.89348466     -17.13689006       1.02787709
